record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
7742,"y10ew7hnxy9du2h5",07may2025 20:14:00,6,1,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,2,1,1,23,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,,0,1,2,4,2,4,,0,0,0,1,0,2,1,6,2,3,0,1,0,0,0,1,1,2,2,2,,1,10,2,2,2,2,2,3,2,0,0,0,0,0,0,0,1,1,2,3,2,3,0,0,0,0,1,1,1,"",,"",2,2,2,2,2,4,5,3,3,1,3,,,,,,,,"",,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,2,0,,,0,0,0,0,0,0,0,0,1,,3,5,1,2,3,1,0,0,0,0,0,0,1,2,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","76401",5,1190.11,5,6,07may2025 19:53:00,"english",1.580891
7748,"h7xjq764rqze4jqj",07may2025 20:21:00,2,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,23,2,2,0,1,0,5,"",0,1,0,1,2,2,2,1,2,1,2,1,,1,2,1,0,1,0,0,1,1,1,0,,0,0,5,5,5,,1,1,1,1,0,0,1,2,7,2,1,0,0,0,0,1,2,2,1,1,,3,3,6,2,2,2,3,2,2,2,0,1,0,0,1,1,0,0,4,1,4,2,3,0,0,0,0,1,3,,"",4,"",3,1,1,1,3,5,5,2,3,1,3,,,,,,,,"",,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,3,2,1,5,0,1,0,0,1,0,1,1,0,4,1,2,2,1,3,0,1,0,1,1,1,0,2,3,,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93727",5,1088.34,1,2,07may2025 20:02:00,"spanish",1.006022
7750,"qp83f3qrrf98bqk5",07may2025 20:21:00,2,2,2,0,1,0,0,0,0,0,19,"",6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,5,2,4,22,2,1,1,1,0,6,"",1,0,0,3,2,2,2,2,2,3,2,2,2,,2,0,0,0,0,0,0,0,0,1,0,,0,5,5,5,5,,1,0,0,0,0,3,2,5,3,4,0,0,0,0,1,3,4,1,1,3,,1,1,2,3,3,3,3,2,3,0,0,0,1,1,0,0,0,3,5,5,2,4,0,0,0,0,1,3,3,"",,"",2,2,1,1,1,5,5,2,1,2,3,,,,,,,,"",,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,1,0,,,1,0,0,0,1,0,0,0,0,1,3,13,2,4,4,1,0,0,0,0,0,0,,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","78521",5,913.16,1,1,07may2025 20:04:00,"english",.9030715
7766,"kv0fmpyfmftf040j",07may2025 20:55:00,3,1,2,0,1,0,0,0,0,0,13,"",1,18,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,38,1,1,1,0,0,6,"",1,0,0,2,2,2,2,2,3,2,2,1,1,,4,0,0,0,0,0,0,1,1,0,1,,0,4,4,2,1,,0,1,0,0,0,3,1,5,1,1,0,0,1,0,0,1,1,2,4,2,,4,4,1,3,1,3,1,1,1,0,0,0,0,1,1,0,0,2,2,4,1,2,0,0,0,1,0,5,4,"",,"",1,1,2,1,1,4,4,1,2,2,1,0,0,0,1,0,0,0,"",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,3,1,0,1,0,0,0,0,1,1,0,1,3,9,1,2,4,0,0,0,1,0,0,0,,3,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"","41042",5,995.29,1,1,07may2025 20:36:00,"english",.991932
7772,"ybzw6pb401a29rme",07may2025 21:06:00,3,1,2,0,1,0,0,0,0,0,13,"",1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,3,1,1,32,2,2,0,1,0,3,"",0,1,0,2,2,2,2,2,2,2,2,2,,2,2,0,0,0,0,0,0,0,0,1,,0,0,4,4,4,,4,0,0,0,1,0,1,1,5,2,3,0,0,0,0,1,1,1,2,1,,1,2,4,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0,4,4,2,2,2,0,0,0,0,1,3,,"",3,"",3,2,2,3,3,4,4,3,3,2,3,,,,,,,,"",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,3,0,0,1,0,0,0,0,0,0,4,3,6,1,2,2,1,0,0,0,0,0,0,1,2,2,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","98404",5,302.81,1,2,07may2025 21:01:00,"english",.7664928
7773,"kn8svz82c5kuzamy",07may2025 21:30:00,5,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,52,2,2,0,1,0,1,"",0,1,0,3,2,2,2,2,2,2,2,2,,3,1,1,0,0,0,1,0,0,0,1,,0,0,5,5,5,,4,0,0,1,0,0,2,1,7,2,2,0,0,0,0,1,1,1,1,1,,2,1,4,4,2,2,2,2,2,2,0,0,0,0,0,1,1,0,3,2,1,2,1,1,0,0,0,0,3,,"",4,"",3,1,2,1,2,5,5,3,3,3,3,,,,,,,,"",,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,3,4,1,2,2,1,0,0,0,0,0,0,1,2,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","91010",5,1536.49,5,6,07may2025 21:04:00,"english",1.006022
7774,"y6ej36ydjzwbcq1t",07may2025 21:27:00,3,2,2,1,1,0,0,0,0,0,13,"",1,5,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,16,1,2,0,1,0,6,"",0,1,0,1,1,1,1,1,1,1,1,1,,3,1,1,0,0,1,0,0,0,0,0,1,,0,2,2,2,,2,0,1,0,0,0,2,1,6,1,2,1,0,0,0,0,1,1,1,2,,1,2,2,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,2,2,1,2,1,1,1,0,0,2,,"",3,"",2,1,2,2,2,4,4,2,2,1,1,1,0,1,0,1,0,0,"",2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,1,1,10,1,1,1,0,1,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92134",5,1161.62,5,6,07may2025 21:07:00,"english",.7092723
7778,"hz69ubbn3abppmad",07may2025 21:30:00,2,2,2,0,1,0,0,0,0,0,13,"",1,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,25,2,1,1,0,0,6,"",1,0,0,2,2,2,3,2,2,3,2,2,2,,2,0,0,0,0,0,0,0,0,0,1,,0,5,5,3,2,,0,0,0,1,0,2,1,5,2,5,0,0,1,0,0,1,1,1,2,2,,4,7,3,3,3,2,2,2,2,0,1,0,0,1,0,0,0,3,3,3,2,2,0,0,0,0,1,3,1,"",,"",2,3,4,1,5,5,3,1,1,3,3,,,,,,,,"",,1,1,0,0,0,0,1,1,1,1,1,0,1,0,3,3,2,2,1,0,0,1,0,0,0,1,1,0,1,3,8,3,3,4,0,1,1,1,1,0,0,,3,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","86047",5,1080.07,1,2,07may2025 21:11:00,"english",1.055465
7785,"eyu3cdnyatc0e9p3",07may2025 22:00:00,4,2,2,0,1,0,0,0,0,0,13,"",1,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,18,1,2,1,1,0,1,"",0,1,0,2,2,2,2,2,2,2,1,2,,2,4,0,0,0,0,0,1,0,0,1,1,,0,5,5,4,,4,0,1,1,0,0,2,2,5,3,4,1,0,0,0,0,1,1,3,2,,3,2,3,2,2,2,3,3,2,2,0,1,0,0,1,0,0,0,4,2,4,2,3,1,0,0,0,0,2,,"",4,"",3,2,2,2,2,5,4,2,2,2,2,0,0,0,0,0,1,0,"",2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,2,2,1,2,1,1,0,0,0,0,0,0,0,4,3,9,1,1,2,0,0,1,0,1,0,0,,1,2,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","85008",4,1367.75,5,6,07may2025 21:25:00,"english",.7676107
7798,"86phrjazq26n65aw",07may2025 22:06:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,42,2,1,1,0,0,6,"",1,0,0,1,1,1,1,1,1,1,1,1,4,,3,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,5,,0,0,0,0,1,4,4,6,2,5,0,0,0,0,1,3,4,5,5,3,,4,21,5,3,3,3,3,3,3,1,1,0,1,1,1,0,0,1,5,5,1,4,0,0,0,0,1,1,4,"",,"",3,2,1,1,4,5,5,2,2,2,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,,,0,0,0,0,1,0,0,0,0,4,2,1,2,4,3,0,1,0,0,0,0,0,,4,,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","95060",5,931.45,1,2,07may2025 21:49:00,"english",1.108238
7806,"zh3wj8cxmsq9tfnp",07may2025 22:24:00,3,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,16,2,1,1,0,0,2,"",1,0,0,1,1,2,2,2,2,1,2,1,2,,1,0,0,0,0,0,0,1,0,0,0,,0,5,4,3,4,,0,1,0,0,0,2,1,5,1,2,0,0,0,0,1,3,4,2,3,1,,2,3,3,1,2,2,1,2,1,0,0,1,0,0,1,0,0,2,2,2,2,2,0,0,1,0,0,2,1,"",,"",3,1,2,2,2,4,3,3,3,1,3,,,,,,,,"",,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,1,,2,9,3,2,2,1,0,0,0,0,0,0,,2,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","94543",5,722.66,5,6,07may2025 22:11:00,"english",.7092723
7820,"5b4s8rshcwbfephk",07may2025 22:34:00,3,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,18,1,2,0,1,0,2,"",0,1,0,2,1,1,1,2,2,2,2,1,,3,1,0,0,0,0,0,0,1,0,0,0,,0,5,5,4,,4,0,1,0,0,0,2,1,5,1,2,0,0,0,0,1,3,4,2,2,,1,2,6,2,2,2,1,1,2,1,0,0,1,0,0,1,0,0,1,2,2,1,2,1,0,0,0,0,3,,"",1,"",2,1,2,3,2,4,4,3,4,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,1,,3,11,1,2,2,1,0,0,0,0,0,0,,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92593",5,673.84,5,6,07may2025 22:22:00,"english",.6447929
7821,"zpnjuuzk3sc40ghj",07may2025 22:54:00,3,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,12,1,1,1,0,0,2,"",1,0,0,1,1,2,1,2,2,2,2,1,1,,1,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,4,,0,1,0,0,0,2,1,5,1,1,1,0,0,0,0,1,2,2,2,1,,2,11,3,1,2,1,2,2,2,0,0,1,0,0,0,0,0,3,2,2,2,2,0,0,0,0,1,3,1,"",,"",2,1,2,2,2,4,4,3,3,1,3,,,,,,,,"",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,1,,3,8,3,2,1,1,0,0,0,0,0,0,,2,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","91766",5,1919.2,5,6,07may2025 22:22:00,"english",.6886138
7827,"yy7g630v9768ukth",07may2025 22:46:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,28,2,2,0,1,0,4,"",0,1,0,3,3,3,3,3,3,3,3,3,,4,1,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,,3,0,0,0,0,1,4,4,7,2,5,0,0,0,0,1,3,3,5,5,,2,5,4,5,2,2,2,2,2,2,0,0,0,0,0,0,1,0,4,3,3,3,5,0,0,0,0,1,6,,"",9,"",1,3,4,5,5,3,3,4,4,3,3,,,,,,,,"",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,,,0,0,0,0,0,0,0,0,1,,4,13,3,4,3,0,0,0,0,0,0,1,,4,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93550",5,1043.72,1,1,07may2025 22:23:00,"spanish",1.108238
7838,"1zqrzt444cxxd156",07may2025 23:03:00,4,1,2,0,1,0,0,0,0,0,13,"",1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,4,2,2,16,2,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,2,2,2,3,,2,0,0,0,0,0,0,0,0,0,0,,1,4,3,3,5,,0,0,0,0,1,3,4,6,2,5,0,0,0,0,1,3,4,5,1,2,,4,1,3,2,2,2,2,2,2,0,0,0,0,0,1,1,0,2,3,2,3,5,0,0,0,0,1,6,9,"",,"",3,3,4,1,5,5,5,3,4,3,3,,,,,,,,"",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,0,0,0,1,,3,13,2,3,1,1,0,0,0,0,0,0,,2,1,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","98102",5,2189.73,5,6,07may2025 22:26:00,"english",.8197784
7841,"k7b4av2mq3q80m7f",07may2025 23:15:00,3,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,21,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,3,0,1,0,0,0,0,0,0,1,0,,0,2,2,2,3,,0,1,0,0,0,2,1,6,1,1,0,0,0,0,1,1,3,2,2,1,,3,3,3,1,2,2,1,2,2,0,0,1,0,0,1,0,0,4,2,2,3,2,0,0,1,0,0,2,1,"",,"",2,3,4,2,2,4,4,3,2,1,3,,,,,,,,"",,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,2,11,1,2,3,0,1,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","94302",5,2704.02,5,6,07may2025 22:29:00,"english",.6447929
7851,"jw41t026240yrp1p",07may2025 22:50:00,2,2,2,0,1,0,0,0,0,0,13,"",1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,4,2,1,22,2,1,1,1,0,6,"",1,0,0,3,1,2,2,2,2,2,1,2,3,,3,1,1,0,0,0,0,0,0,0,,0,0,5,5,5,5,,1,0,0,0,0,3,2,2,3,4,0,0,0,0,1,1,1,1,1,3,,1,3,2,3,3,3,3,3,3,0,0,0,1,1,0,0,0,1,2,2,2,3,1,0,0,1,0,3,1,"",,"",1,2,1,1,3,4,3,3,2,1,3,,,,,,,,"",,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,5,0,,,0,0,0,1,0,0,0,0,0,1,3,5,2,2,2,0,0,0,0,0,0,1,1,3,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","17602",5,483.96,1,1,07may2025 22:40:00,"english",.6524691
7852,"7pregb6zvnbqf2sb",07may2025 23:30:00,3,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,23,2,2,0,1,0,3,"",0,1,0,1,1,1,1,2,1,1,1,1,,3,1,0,1,1,0,0,0,1,0,0,0,,0,2,1,1,,2,0,1,0,0,0,2,1,6,1,1,1,0,0,0,0,1,1,2,2,,1,2,2,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2,1,2,1,1,1,0,0,0,0,2,,"",1,"",2,1,3,2,1,4,4,3,3,1,2,1,1,0,0,0,0,0,"",2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,,,0,0,1,0,1,0,0,0,0,1,2,11,1,1,2,0,0,1,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","94153",5,2853.48,5,6,07may2025 22:41:00,"english",.7092723
7853,"c34t091rts43twwu",07may2025 23:17:00,3,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,23,2,2,0,1,0,3,"",0,1,0,2,1,1,1,1,1,1,1,1,,3,1,0,1,0,0,0,0,1,0,0,1,,0,1,1,1,,1,1,0,0,0,0,2,2,6,1,1,1,0,0,0,0,1,1,1,2,,1,1,2,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,2,2,1,1,0,0,1,0,0,2,,"",4,"",2,1,2,2,3,5,4,3,3,2,1,1,1,1,0,0,0,0,"",2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,,,0,0,0,0,0,1,0,0,0,1,1,11,1,1,2,0,0,1,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90189",5,2098.37,5,6,07may2025 22:41:00,"english",.6447929
7862,"nkngxb5ad6844wgx",07may2025 23:24:00,3,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,27,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,3,,3,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,,0,0,0,1,0,2,1,6,1,2,0,0,0,0,1,1,3,2,1,1,,2,2,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,3,3,1,4,0,0,0,0,1,3,1,"",,"",2,1,2,2,2,4,4,2,2,1,3,,,,,,,,"",,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,2,11,1,2,1,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92516",5,1882.8,5,6,07may2025 22:52:00,"english",.946844
7863,"9pgjhpw0rkrbh4zv",07may2025 23:34:00,3,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,26,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,,0,0,0,1,0,2,1,6,1,3,0,0,0,0,1,2,3,2,2,1,,2,4,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,4,3,3,1,1,0,0,0,0,1,3,1,"",,"",2,1,2,1,2,4,4,2,2,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,,,0,0,0,0,0,0,0,0,1,,2,10,1,2,1,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90189",5,2469.9,5,6,07may2025 22:52:00,"english",.8865903
7866,"69wfndzy8mzh4gza",07may2025 23:22:00,2,2,2,1,1,0,0,0,0,0,13,"",1,5,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,16,1,2,0,1,0,1,"",0,1,0,1,1,1,1,1,1,1,1,1,,3,1,0,1,0,0,0,0,1,0,0,0,,0,2,2,2,,2,0,0,0,1,0,2,1,6,1,2,0,0,0,0,1,1,1,1,1,,1,1,3,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,2,2,1,2,1,1,1,1,0,2,,"",4,"",2,1,2,1,2,4,4,2,2,1,1,1,0,0,0,0,0,0,"",2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,,,1,0,0,0,0,0,0,0,0,1,1,11,1,2,4,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93599",5,1161.25,5,6,07may2025 23:02:00,"english",1.108238
7883,"h4zcxh95nexank41",07may2025 23:34:00,6,1,2,0,1,0,0,0,0,0,13,"",1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,1,1,48,1,1,1,0,0,1,"",1,0,0,2,3,2,3,3,3,1,2,2,2,,1,0,0,0,0,0,0,0,0,0,,1,0,4,4,4,5,,1,0,0,0,0,1,1,6,1,3,0,0,0,0,1,1,4,5,2,2,,3,5,3,2,2,1,2,2,2,1,0,1,0,0,0,0,0,1,3,4,1,2,0,1,0,0,0,2,3,"",,"",1,1,3,4,4,4,4,4,4,1,3,,,,,,,,"",,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,,,0,0,0,0,0,1,1,0,0,1,3,3,1,3,3,1,0,0,0,0,0,0,1,3,,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","02903",5,1305.12,5,6,07may2025 23:11:00,"english",1.31741
7885,"cq627u5r4f61nvv0",07may2025 23:30:00,5,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,31,2,2,0,1,0,2,"",0,1,0,1,3,3,3,3,3,3,1,1,,1,1,0,0,0,0,0,0,0,0,0,,1,0,5,5,5,,5,0,0,0,1,0,1,1,7,3,4,0,0,0,0,1,3,1,1,1,,3,2,4,5,1,1,1,1,1,1,1,0,1,1,1,0,0,0,4,1,5,3,4,0,0,0,0,1,3,,"",4,"",2,3,1,1,1,5,5,1,1,1,3,,,,,,,,"",,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,,,0,0,0,0,0,0,0,0,1,,3,4,1,4,1,0,0,0,0,1,1,0,1,2,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92395",5,759.79,1,2,07may2025 23:17:00,"spanish",.9420023
